No,LFW,character,GHC,GX,rhyme,meaning,page number,character number
12250,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,04.26B.2,9
12251,444,𗕸,tśhjow¹,tśhoṃ¹,1.56,長,04.26B.2,10
12252,4848,𗑙,ɣã¹,γa̱ṃ¹,1.24,安,04.26B.2,11
12253,5165,𗯩,twụ¹,twu̱h¹,1.58,處,04.26B.2,12
12254,5688,𘕣,wa²,vwa̱²,2.14,何,04.26B.2,13
12255,1632,𗙎,sew¹,si̱w¹,1.43,消,04.26B.2,14
12256,1632,𗙎,sew¹,si̱w¹,1.43,息,04.26B.2,15
12257,4342,𗞞,dja²,da²,2.17,D1,04.26B.3,1
12258,2082,𗤄,ꞏjɨr¹,ryər¹,1.86,問,04.26B.3,2
12259,4464,𘓆,ljɨ̣¹,lləh¹,1.69,論,04.26B.3,3
12260,1906,𗅉,niow¹,nuo¹,1.57,後,04.26B.3,4
12261,824,𗉮,tśhjɨ²,tśhə²,2.27,立,04.26B.3,5
12262,5417,𘃛,rjar²,rar²,2.74,即,04.26B.3,6
12263,201,𗘺,mjij¹,me¹,1.36,明,04.26B.3,7
12264,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,04.26B.3,8
12265,1139,𗗙,ꞏjij¹,ye¹,1.36,,04.26B.3,9
12266,2082,𗤄,ꞏjɨr¹,ryər¹,1.86,問,04.26B.3,10
12267,2449,𗾔,be²,bi̱²,2.07,日,04.26B.3,11
12268,1326,𘙌,kjɨ¹,kə¹,1.30,D1,04.26B.3,12
12269,213,𗶚,njij¹,ne¹,1.36,近,04.26B.3,13
12270,734,𗗂,mo²,mo̱²,2.42,IRR,04.26B.3,14
12271,444,𗕸,tśhjow¹,tśhoṃ¹,1.56,長,04.26B.3,15
12272,4848,𗑙,ɣã¹,γa̱ṃ¹,1.24,安,04.26B.4,1
12273,1326,𘙌,kjɨ¹,kə¹,1.30,D1,04.26B.4,2
12274,213,𗶚,njij¹,ne¹,1.36,近,04.26B.4,3
12275,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,04.26B.4,4
12276,201,𗘺,mjij¹,me¹,1.36,明,04.26B.4,5
12277,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,04.26B.4,6
12278,1045,𘒣,dạ²,da̱h²,2.56,曰,04.26B.4,7
12279,444,𗕸,tśhjow¹,tśhoṃ¹,1.56,長,04.26B.4,8
12280,4848,𗑙,ɣã¹,γa̱ṃ¹,1.24,安,04.26B.4,9
12281,213,𗶚,njij¹,ne¹,1.36,近,04.26B.4,10
12282,5285,𘃞,ljɨ¹,lə¹,1.29,也,04.26B.4,11
12283,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,04.26B.4,12
12284,3628,𗤩,ɣjwã¹,γwaṃ¹,1.26,元,04.26B.4,13
12285,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,04.26B.4,14
12286,3101,𗫸,ꞏjị²,yih²,2.60,復,04.26B.4,15
12287,2082,𗤄,ꞏjɨr¹,ryər¹,1.86,問,04.26B.5,1
12288,3926,𘀍,nja²,na²,2.17,汝,04.26B.5,2
12289,491,𗰓,ljọ²,lloh²,2.64,豈,04.26B.5,3
12290,2699,𗄻,nwə¹,nwə̱¹,1.27,知,04.26B.5,4
12291,4601,𘉞,nja²,na²,2.17,2SG,04.26B.5,5
12292,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,04.26B.5,6
12293,3027,𗊬,kụ²,qu̱h²,2.51,答,04.26B.5,7
12294,1045,𘒣,dạ²,da̱h²,2.56,曰,04.26B.5,8
12295,2019,𗋕,thja¹,tha¹,1.20,此,04.26B.5,9
12296,2541,𘓐,dzjwo²,dzwo²,2.44,人,04.26B.5,10
12297,444,𗕸,tśhjow¹,tśhoṃ¹,1.56,長,04.26B.5,11
12298,4848,𗑙,ɣã¹,γa̱ṃ¹,1.24,安,04.26B.5,12
12299,795,𘙇,rjɨr²,rər²,2.77,D1,04.26B.5,13
12300,2373,𗆐,ljịj²,lleh²,2.54,來,04.26B.5,14
12301,2098,𗧓,ŋa²,ŋa̱²,2.14,1SG,04.26B.5,15
12302,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,04.26B.6,1
12303,5643,𘖑,mjɨ¹,mə¹,1.30,不,04.26B.6,2
12304,3092,𗫶,djij²,de²,2.33,PROG,04.26B.6,3
12305,2449,𗾔,be²,bi̱²,2.07,日,04.26B.6,4
12306,4319,𗛲,ljow²,loṃ²,2.49,邊,04.26B.6,5
12307,795,𘙇,rjɨr²,rər²,2.77,D1,04.26B.6,6
12308,2373,𗆐,ljịj²,lleh²,2.54,來,04.26B.6,7
12309,2098,𗧓,ŋa²,ŋa̱²,2.14,1SG,04.26B.6,8
12310,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,04.26B.6,9
12311,3583,𗫂,tja¹,ta¹,1.20,者,04.26B.6,10
12312,5643,𘖑,mjɨ¹,mə¹,1.30,不,04.26B.6,11
12313,1374,𗉘,tśhjɨ¹,tśhə¹,1.29,此,04.26B.6,12
12314,4894,𗔘,mjo¹,mo¹,1.51,聞2,04.26B.6,13
12315,2098,𗧓,ŋa²,ŋa̱²,2.14,1SG,04.26B.6,14
12316,3628,𗤩,ɣjwã¹,γwaṃ¹,1.26,元,04.26B.6,15
12317,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,04.26B.7,1
12318,819,𘈃,rjar¹,rar¹,1.82,殊,04.26B.7,2
12319,5531,𘍳,gjij¹,ge¹,1.36,奇,04.26B.7,3
12320,1519,𘆒,ɣu¹,γu̱¹,1.04,換,04.26B.7,4
12321,2931,𗄾,sej¹,se̱¹,1.33,算,04.26B.7,5
12322,2503,𗏡,kụ¹,qu̱h¹,1.55,後,04.26B.7,6
12323,3119,𗫔,ꞏji¹,yi¹,1.11,眾,04.26B.7,7
12324,3508,𗂸,bji²,bi²,2.10,臣,04.26B.7,8
12325,3216,𗥩,ljwu²,lwu²,2.03,聚,04.26B.7,9
12326,1136,𘇂,gu²,ġu̱²,2.01,中,04.26B.7,10
12327,3628,𗤩,ɣjwã¹,γwaṃ¹,1.26,元,04.26B.7,11
12328,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,04.26B.7,12
12329,3101,𗫸,ꞏjị²,yih²,2.60,復,04.26B.7,13
12330,4342,𗞞,dja²,da²,2.17,D1,04.26B.7,14
12331,2082,𗤄,ꞏjɨr¹,ryər¹,1.86,問,04.26B.7,15
12332,201,𗘺,mjij¹,me¹,1.36,明,04.27A.1,1
12333,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,04.27A.1,2
12334,3027,𗊬,kụ²,qu̱h²,2.51,答,04.27A.1,3
12335,1045,𘒣,dạ²,da̱h²,2.56,曰,04.27A.1,4
12336,2449,𗾔,be²,bi̱²,2.07,日,04.27A.1,5
12337,1326,𘙌,kjɨ¹,kə¹,1.30,D1,04.27A.1,6
12338,213,𗶚,njij¹,ne¹,1.36,近,04.27A.1,7
12339,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,04.27A.1,8
12340,3628,𗤩,ɣjwã¹,γwaṃ¹,1.26,元,04.27A.1,9
12341,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,04.27A.1,10
12342,1827,𗖣,źier¹,rźai̱r¹,1.78,罵,04.27A.1,11
12343,1045,𘒣,dạ²,da̱h²,2.56,曰,04.27A.1,12
12344,5168,𘁇,ꞏjɨ²,yə²,2.28,昨,04.27A.1,13
12345,2440,𗾞,njɨ̱²,nnə²,2.29,日,04.27A.1,14
12346,1045,𘒣,dạ²,da̱h²,2.56,曰,04.27A.1,15
12347,4950,𗑠,rjir²,rir²,2.72,P.,04.27A.2,1
12348,582,𘝶,thjij²,the²,2.33,何,04.27A.2,2
12349,1918,𗅋,mji¹,mi¹,1.11,不,04.27A.2,3
12350,1608,𘙰,lew²,li̱w²,2.38,同,04.27A.2,4
12351,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,04.27A.2,5
12352,201,𗘺,mjij¹,me¹,1.36,明,04.27A.2,6
12353,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,04.27A.2,7
12354,3027,𗊬,kụ²,qu̱h²,2.51,答,04.27A.2,8
12355,1045,𘒣,dạ²,da̱h²,2.56,曰,04.27A.2,9
12356,2750,𗥦,ɣu¹,γu̱¹,1.04,頭,04.27A.2,10
12357,63,𘟅,tśhjij¹,tśhe¹,1.35,舉,04.27A.2,11
12358,2449,𗾔,be²,bi̱²,2.07,日,04.27A.2,12
12359,46,𘟀,ljij²,le²,2.33,見1,04.27A.2,13
12360,444,𗕸,tśhjow¹,tśhoṃ¹,1.56,長,04.27A.2,14
12361,4848,𗑙,ɣã¹,γa̱ṃ¹,1.24,安,04.27A.2,15
12362,1918,𗅋,mji¹,mi¹,1.11,不,04.27A.3,1
12363,46,𘟀,ljij²,le²,2.33,見1,04.27A.3,2
12364,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,04.27A.3,3
12365,4744,𗑁,ꞏjow²,yo̱ṃ²,2.48,應,04.27A.4,1
12366,2635,𗼵,xjow²,hao̱²,2.43,奉,04.27A.4,2
12367,1906,𗅉,niow¹,nuo¹,1.57,後,04.27A.4,3
12368,2639,𗦻,mji̱j²,mme²,2.35,名,04.27A.4,4
12369,2152,𗫍,śji¹,śi¹,1.10,世,04.27A.4,5
12370,5297,𘋺,śio̱w¹,ṣuo¹,1.57,叔,04.27A.4,6
12371,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,04.27A.4,7
12372,5708,𘋻,źju²,źu²,2.02,汝,04.27A.4,8
12373,3669,𗽮,na¹,na̱¹,1.17,南,04.27A.4,9
12374,4796,𗑛,zjɨr¹,rzər¹,1.86,南,04.27A.4,10
12375,3349,𗏣,rjijr²,rer²,2.68,P.,04.27A.4,11
12376,2541,𘓐,dzjwo²,dzwo²,2.44,人,04.27A.4,12
12377,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,04.27A.4,13
12378,3798,𗣫,tsəj¹,tse̱ṃ¹,1.40,小,04.27A.4,14
12379,1926,𗂥,njij²,ne²,2.33,昔,04.27A.4,15
12380,5415,𗮀,bju¹,bu¹,1.02,聰,04.27A.5,1
12381,4735,𘗁,dźja²,dźa²,2.16,慧,04.27A.5,2
12382,5525,𘁛,zjɨ̣¹,zəh¹,1.69,兒,04.27A.5,3
12383,1241,𘞁,lji²,li²,2.09,童,04.27A.5,4
12384,5113,𘃡,wji¹,vi¹,1.10,為1,04.27A.5,5
12385,4861,𘝨,zjọ²,zoh²,2.64,時,04.27A.5,6
12386,4797,𘝞,ꞏjwɨr²,rywər²,2.77,文,04.27A.5,7
12387,4018,𗺉,tśhji²,tśhi²,2.09,本,04.27A.5,8
12388,5932,𘋠,mə²,mə̱²,2.25,種,04.27A.5,9
12389,433,𗖵,bju¹,bu¹,1.03,P.,04.27A.5,10
12390,3627,𗧶,nji²,ni²,2.10,悄,04.27A.5,11
12391,3627,𗧶,nji²,ni²,2.10,悄,04.27A.5,12
12392,1918,𗅋,mji¹,mi¹,1.11,不,04.27A.5,13
12393,5404,𘐆,la¹,la̱¹,1.17,記,04.27A.5,14
12394,3583,𗫂,tja¹,ta¹,1.20,者,04.27A.5,15
12395,2194,𗤋,mjij¹,me¹,1.36,無,04.27A.6,1
12396,4797,𘝞,ꞏjwɨr²,rywər²,2.77,文,04.27A.6,2
12397,1814,𗗈,do¹,do̱¹,1.49,讀,04.27A.6,3
12398,705,𘅍,zjịj¹,zeh¹,1.61,時,04.27A.6,4
12399,5981,𗈪,ꞏja,a?,0,D1,04.27A.6,5
12400,134,𗵢,ꞏju²,yu²,1.02,顧,04.27A.6,6
12401,5880,𗳒,ŋwu²,ŋwu̱²,2.01,而,04.27A.6,7
12402,1999,𗏁,ŋwə¹,ŋwə̱¹,1.27,五,04.27A.6,8
12403,705,𘅍,zjịj¹,zeh¹,1.61,時,04.27A.6,9
12404,5553,𘍾,gji²,gi²,2.10,數,04.27A.6,10
12405,5404,𘐆,la¹,la̱¹,1.17,記,04.27A.6,11
12406,2503,𗏡,kụ¹,qu̱h¹,1.55,後,04.27A.6,12
12407,3057,𗋾,źju²,źu²,2.02,汝,04.27A.6,13
12408,745,𗍾,wjij²,ve²,2.32,穎,04.27A.6,14
12409,2627,𗼻,ljɨ̣²,lləh²,2.61,地,04.27A.6,15
12410,5258,𘍞,iọ¹,γao̱h¹,1.71,方,04.27A.7,1
12411,3852,𘕂,dźjij¹,dźe¹,1.35,行,04.27A.7,2
12412,4469,𗶹,śji²,śi²,2.09,往1,04.27A.7,3
12413,3628,𗤩,ɣjwã¹,γwaṃ¹,1.26,袁,04.27A.7,4
12414,5595,𗰂,xwo²,hwo̱²,2.42,賀,04.27A.7,5
12415,4884,𗐱,nji²,ni²,2.10,,04.27A.7,6
12416,5689,𘗠,ɣa¹,γa̱¹,1.17,戶,04.27A.7,7
12417,1778,𗙼,ꞏju²,yu²,2.02,前,04.27A.7,8
12418,1326,𘙌,kjɨ¹,kə¹,1.30,D1,04.27A.7,9
12419,2474,𗦎,rar²,ra̱r²,2.73,過,04.27A.7,10
12420,3628,𗤩,ɣjwã¹,γwaṃ¹,1.26,袁,04.27A.7,11
12421,5595,𗰂,xwo²,hwo̱²,2.42,賀,04.27A.7,12
12422,1918,𗅋,mji¹,mi¹,1.11,不,04.27A.7,13
12423,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,04.27A.7,14
12424,100,𘈩,lew¹,li̱w¹,1.43,一,04.27A.7,15
12425,4233,𗟔,ko¹,qo̱¹,1.49,車,04.27B.1,1
12426,2750,𗥦,ɣu¹,γu̱¹,1.04,頭,04.27B.1,2
12427,5460,𘏿,kạ¹,qa̱h¹,1.63,監,04.27B.1,3
12428,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,04.27B.1,4
12429,1204,𘅞,njijr²,rner²,2.68,面,04.27B.1,5
12430,74,𗸕,khwə¹,qhwə̱¹,1.27,半,04.27B.1,6
12431,1243,𗱣,wji̱¹,nvi¹,1.14,隱,04.27B.1,7
12432,5880,𗳒,ŋwu²,ŋwu̱²,2.01,而,04.27B.1,8
12433,3027,𗊬,kụ²,qu̱h²,2.51,答,04.27B.1,9
12434,1045,𘒣,dạ²,da̱h²,2.56,曰,04.27B.1,10
12435,3628,𗤩,ɣjwã¹,γwaṃ¹,1.26,袁,04.27B.1,11
12436,5595,𗰂,xwo²,hwo̱²,2.42,賀,04.27B.1,12
12437,3852,𘕂,dźjij¹,dźe¹,1.35,行,04.27B.1,13
12438,4481,𗶷,śjɨ¹,śə¹,1.29,往2,04.27B.1,14
12439,4342,𗞞,dja²,da²,2.17,D1,04.27B.1,15
12440,2511,𗨛,rjɨr²,rər²,2.77,去,04.27B.2,1
12441,1918,𗅋,mji¹,mi¹,1.11,不,04.27B.2,2
12442,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,04.27B.2,3
12443,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,04.27B.2,4
12444,1906,𗅉,niow¹,nuo¹,1.57,後,04.27B.2,5
12445,1084,𗰗,ɣạ²,γa̱h²,2.56,十,04.27B.2,6
12446,3305,𗤒,kjiw¹,kiw¹,1.45,年,04.27B.2,7
